"Source Country","Destination Country","Visa Status","Visa Type",Duration
Ireland,Algeria,"Visa Required","visa required",
Ireland,Andorra,"Visa Free",visa-free,
Ireland,Angola,"Visa Free",visa-free,30
Ireland,"Antigua and Barbuda","Visa Free",visa-free,180
Ireland,Argentina,"Visa Free",visa-free,90
Ireland,Armenia,"Visa Free",visa-free,180
Ireland,Australia,Unknown,eVisitors,90
Ireland,Austria,"Visa Free",visa-free,
Ireland,Azerbaijan,eVisa,eVisa,30
Ireland,Bahamas,"Visa Free",visa-free,90
Ireland,Bahrain,"Visa on Arrival","eVisa / visa on arrival",30
Ireland,Bangladesh,"Visa on Arrival","visa on arrival",30
Ireland,Barbados,"Visa Free",visa-free,180
Ireland,Belarus,"Visa Free",visa-free,30
Ireland,Belgium,"Visa Free",visa-free,
Ireland,Belize,"Visa Free",visa-free,
Ireland,Benin,eVisa,eVisa,
Ireland,Bhutan,eVisa,eVisa,
Ireland,Bolivia,"Visa Free",visa-free,90
Ireland,"Bosnia and Herzegovina","Visa Free",visa-free,90
Ireland,Botswana,"Visa Free",visa-free,90
Ireland,Brazil,"Visa Free",visa-free,90
Ireland,Brunei,"Visa Free",visa-free,90
Ireland,Bulgaria,"Visa Free",visa-free,
Ireland,"Burkina Faso",eVisa,eVisa,
Ireland,Burundi,"Visa on Arrival","visa on arrival",30
Ireland,Cambodia,"Visa on Arrival","eVisa / visa on arrival",30
Ireland,Cameroon,eVisa,eVisa,
Ireland,Canada,eTA,eTA,180
Ireland,"Cape Verde","Visa Free","visa-free (EASE)",30
Ireland,"Central African Republic","Visa Required","visa required",
Ireland,Chad,eVisa,eVisa,
Ireland,Chile,"Visa Free",visa-free,90
Ireland,China,"Visa Free",visa-free,30
Ireland,Colombia,"Visa Free",visa-free,90
Ireland,Comoros,"Visa on Arrival","visa on arrival",45
Ireland,Congo,"Visa Required","visa required",
Ireland,"Congo (Dem. Rep.)",eVisa,eVisa,90
Ireland,"Costa Rica","Visa Free",visa-free,180
Ireland,"Cote d'Ivoire (Ivory Coast)",Unknown,pre-enrollment,90
Ireland,Croatia,"Visa Free",visa-free,
Ireland,Cuba,eVisa,eVisa,90
Ireland,Cyprus,"Visa Free",visa-free,
Ireland,"Czech Republic","Visa Free",visa-free,
Ireland,Denmark,"Visa Free",visa-free,
Ireland,Djibouti,"Visa on Arrival","eVisa / visa on arrival",90
Ireland,Dominica,"Visa Free",visa-free,180
Ireland,"Dominican Republic",Unknown,E-Ticket,30
Ireland,Ecuador,"Visa Free",visa-free,90
Ireland,Egypt,"Visa on Arrival","eVisa / visa on arrival",30
Ireland,"El Salvador","Visa Free",visa-free,180
Ireland,"Equatorial Guinea",eVisa,eVisa,
Ireland,Eritrea,"Visa Required","visa required",
Ireland,Estonia,"Visa Free",visa-free,
Ireland,Eswatini,"Visa Free",visa-free,30
Ireland,Ethiopia,"Visa on Arrival","eVisa / visa on arrival",90
Ireland,Fiji,"Visa Free",visa-free,120
Ireland,Finland,"Visa Free",visa-free,
Ireland,France,"Visa Free",visa-free,
Ireland,Gabon,eVisa,eVisa,90
Ireland,Gambia,"Visa Free",visa-free,90
Ireland,Georgia,"Visa Free",visa-free,360
Ireland,Germany,"Visa Free",visa-free,
Ireland,Ghana,"Visa Required","visa required",
Ireland,Greece,"Visa Free",visa-free,
Ireland,Grenada,"Visa Free",visa-free,90
Ireland,Guatemala,"Visa Free",visa-free,90
Ireland,Guinea,eVisa,eVisa,90
Ireland,Guinea-Bissau,"Visa on Arrival","visa on arrival",90
Ireland,Guyana,"Visa Free",visa-free,90
Ireland,Haiti,"Visa Free",visa-free,90
Ireland,Honduras,"Visa Free",visa-free,90
Ireland,"Hong Kong","Visa Free",visa-free,90
Ireland,Hungary,"Visa Free",visa-free,
Ireland,Iceland,"Visa Free",visa-free,
Ireland,India,eVisa,eVisa,30
Ireland,Indonesia,"Visa on Arrival","eVisa / visa on arrival",30
Ireland,Iran,"Visa on Arrival","eVisa / visa on arrival",30
Ireland,Iraq,eVisa,eVisa,
Ireland,Israel,eTA,eTA,90
Ireland,Italy,"Visa Free",visa-free,
Ireland,Jamaica,"Visa Free",visa-free,90
Ireland,Japan,"Visa Free",visa-free,90
Ireland,Jordan,"Visa on Arrival","eVisa / visa on arrival",
Ireland,Kazakhstan,"Visa Free",visa-free,30
Ireland,Kenya,eTA,eTA,90
Ireland,Kiribati,"Visa Free",visa-free,90
Ireland,Kosovo,"Visa Free",visa-free,90
Ireland,Kuwait,"Visa on Arrival","eVisa / visa on arrival",90
Ireland,Kyrgyzstan,"Visa Free",visa-free,60
Ireland,Laos,"Visa on Arrival","eVisa / visa on arrival",30
Ireland,Latvia,"Visa Free",visa-free,
Ireland,Lebanon,"Visa on Arrival","visa on arrival",30
Ireland,Lesotho,"Visa Free",visa-free,90
Ireland,Liberia,eVisa,eVisa,
Ireland,Libya,eVisa,eVisa,
Ireland,Liechtenstein,"Visa Free",visa-free,
Ireland,Lithuania,"Visa Free",visa-free,
Ireland,Luxembourg,"Visa Free",visa-free,
Ireland,Macao,"Visa Free",visa-free,90
Ireland,Madagascar,"Visa on Arrival","eVisa / visa on arrival",90
Ireland,Malawi,"Visa Free",visa-free,30
Ireland,Malaysia,"Visa Free",visa-free,90
Ireland,Maldives,"Visa on Arrival","visa on arrival",30
Ireland,Mali,"Visa Required","visa required",
Ireland,Malta,"Visa Free",visa-free,
Ireland,"Marshall Islands","Visa Free",visa-free,90
Ireland,Mauritania,eVisa,eVisa,90
Ireland,Mauritius,"Visa Free",visa-free,90
Ireland,Mexico,"Visa Free",visa-free,180
Ireland,Micronesia,"Visa Free",visa-free,30
Ireland,Moldova,"Visa Free",visa-free,90
Ireland,Monaco,"Visa Free",visa-free,
Ireland,Mongolia,"Visa Free",visa-free,30
Ireland,Montenegro,"Visa Free",visa-free,90
Ireland,Morocco,"Visa Free",visa-free,90
Ireland,Mozambique,"Visa Free",visa-free,30
Ireland,Myanmar,eVisa,eVisa,
Ireland,Namibia,"Visa on Arrival","eVisa / visa on arrival",90
Ireland,Nauru,"Visa Required","visa required",
Ireland,Nepal,"Visa on Arrival","eVisa / visa on arrival",150
Ireland,Netherlands,"Visa Free",visa-free,
Ireland,"New Zealand",eTA,eTA,90
Ireland,Nicaragua,"Visa Free",visa-free,90
Ireland,Niger,"Visa Required","visa required",
Ireland,Nigeria,eVisa,eVisa,90
Ireland,"North Korea","Visa Required","visa required",
Ireland,"North Macedonia","Visa Free",visa-free,90
Ireland,Norway,"Visa Free",visa-free,
Ireland,Oman,"Visa on Arrival","eVisa / visa on arrival",30
Ireland,Pakistan,eVisa,eVisa,30
Ireland,Palau,"Visa Free",visa-free,90
Ireland,"Palestinian Territories","Visa Free",visa-free,
Ireland,Panama,"Visa Free",visa-free,90
Ireland,"Papua New Guinea",Unknown,eVisitors,60
Ireland,Paraguay,"Visa Free",visa-free,90
Ireland,Peru,"Visa Free",visa-free,180
Ireland,Philippines,"Visa Free",visa-free,30
Ireland,Poland,"Visa Free",visa-free,
Ireland,Portugal,"Visa Free",visa-free,
Ireland,Qatar,"Visa on Arrival","free visa on arrival",30
Ireland,Romania,"Visa Free",visa-free,
Ireland,"Russian Federation",eVisa,eVisa,30
Ireland,Rwanda,"Visa on Arrival","eVisa / visa on arrival",30
Ireland,"Saint Kitts and Nevis",eTA,eTA,90
Ireland,"Saint Lucia","Visa Free",visa-free,42
Ireland,Samoa,"Visa on Arrival","visa on arrival",90
Ireland,"San Marino","Visa Free",visa-free,
Ireland,"Sao Tome and Principe","Visa Free",visa-free,15
Ireland,"Saudi Arabia","Visa on Arrival","eVisa / visa on arrival",90
Ireland,Senegal,"Visa Free",visa-free,90
Ireland,Serbia,"Visa Free",visa-free,90
Ireland,Seychelles,Unknown,"tourist registration",90
Ireland,"Sierra Leone","Visa on Arrival","eVisa / visa on arrival",30
Ireland,Singapore,"Visa Free",visa-free,90
Ireland,Slovakia,"Visa Free",visa-free,
Ireland,Slovenia,"Visa Free",visa-free,
Ireland,"Solomon Islands","Visa on Arrival","visa on arrival",45
Ireland,Somalia,eVisa,eVisa,
Ireland,"South Africa","Visa Free",visa-free,90
Ireland,"South Korea","Visa Free",visa-free,90
Ireland,"South Sudan",eVisa,eVisa,90
Ireland,Spain,"Visa Free",visa-free,
Ireland,"Sri Lanka","Visa on Arrival","eVisa / visa on arrival",30
Ireland,"St. Vincent and the Grenadines","Visa Free",visa-free,90
Ireland,Sudan,"Visa Required","visa required",
Ireland,Suriname,Unknown,"tourist card",90
Ireland,Sweden,"Visa Free",visa-free,
Ireland,Switzerland,"Visa Free",visa-free,
Ireland,Syria,eVisa,eVisa,
Ireland,Taiwan,"Visa Free",visa-free,90
Ireland,Tajikistan,"Visa Free",visa-free,30
Ireland,Tanzania,"Visa on Arrival","eVisa / visa on arrival",
Ireland,Thailand,"Visa Free",visa-free,60
Ireland,Timor-Leste,"Visa on Arrival","visa on arrival",90
Ireland,Togo,eVisa,eVisa,15
Ireland,Tonga,"Visa on Arrival","visa on arrival",31
Ireland,"Trinidad and Tobago","Visa Free",visa-free,
Ireland,Tunisia,"Visa Free",visa-free,90
Ireland,Turkmenistan,"Visa Required","visa required",
Ireland,Tuvalu,"Visa on Arrival","visa on arrival",30
Ireland,Türkiye,"Visa Free",visa-free,90
Ireland,Uganda,"Visa Free",visa-free,90
Ireland,Ukraine,"Visa Free",visa-free,90
Ireland,"United Arab Emirates","Visa Free",visa-free,30
Ireland,"United Kingdom","Visa Free",visa-free,
Ireland,"United States of America",eTA,eTA,90
Ireland,Uruguay,"Visa Free",visa-free,90
Ireland,Uzbekistan,"Visa Free",visa-free,30
Ireland,Vanuatu,"Visa Free",visa-free,120
Ireland,"Vatican City","Visa Free",visa-free,
Ireland,Venezuela,"Visa Free",visa-free,90
Ireland,"Viet Nam",eVisa,eVisa,90
Ireland,Yemen,"Visa Required","visa required",
Ireland,Zambia,"Visa Free",visa-free,90
Ireland,Zimbabwe,"Visa on Arrival","eVisa / visa on arrival",90
Israel,Afghanistan,"Visa Required","visa required",
Israel,Albania,"Visa Free",visa-free,90
Israel,Algeria,Unknown,"not admitted",
Israel,Andorra,"Visa Free",visa-free,90
Israel,Angola,"Visa Free",visa-free,30
Israel,"Antigua and Barbuda",eVisa,eVisa,
Israel,Argentina,"Visa Free",visa-free,90
Israel,Armenia,"Visa on Arrival","eVisa / visa on arrival",120
Israel,Australia,eVisa,eVisa,
Israel,Austria,"Visa Free",visa-free,90
Israel,Azerbaijan,"Visa on Arrival","eVisa / visa on arrival",30
Israel,Bahamas,"Visa Free",visa-free,90
Israel,Bahrain,eVisa,eVisa,
Israel,Bangladesh,Unknown,"not admitted",
Israel,Barbados,"Visa Free",visa-free,180
Israel,Belarus,"Visa Free",visa-free,90
Israel,Belgium,"Visa Free",visa-free,90
Israel,Belize,"Visa Free",visa-free,90
Israel,Benin,eVisa,eVisa,
Israel,Bhutan,eVisa,eVisa,
Israel,Bolivia,eVisa,eVisa,
Israel,"Bosnia and Herzegovina","Visa Free",visa-free,90
Israel,Botswana,"Visa Free",visa-free,90
Israel,Brazil,"Visa Free",visa-free,90
Israel,Brunei,Unknown,"not admitted",
Israel,Bulgaria,"Visa Free",visa-free,90
Israel,"Burkina Faso",eVisa,eVisa,
Israel,Burundi,"Visa on Arrival","visa on arrival",30
Israel,Cambodia,"Visa on Arrival","eVisa / visa on arrival",30
Israel,Cameroon,eVisa,eVisa,
Israel,Canada,eTA,eTA,180
Israel,"Cape Verde","Visa on Arrival","visa on arrival (EASE)",
Israel,"Central African Republic","Visa Free",visa-free,90
Israel,Chad,eVisa,eVisa,
Israel,Chile,"Visa Free",visa-free,90
Israel,China,"Visa Required","visa required",
Israel,Colombia,eVisa,eVisa,
Israel,Comoros,"Visa on Arrival","visa on arrival",45
Israel,Congo,"Visa Required","visa required",
Israel,"Congo (Dem. Rep.)",eVisa,eVisa,90
Israel,"Costa Rica","Visa Free",visa-free,180
Israel,"Cote d'Ivoire (Ivory Coast)",Unknown,pre-enrollment,90
Israel,Croatia,"Visa Free",visa-free,90
Israel,Cuba,eVisa,eVisa,90
Israel,Cyprus,"Visa Free",visa-free,90
Israel,"Czech Republic","Visa Free",visa-free,90
Israel,Denmark,"Visa Free",visa-free,90
Israel,Djibouti,"Visa on Arrival","eVisa / visa on arrival",90
Israel,Dominica,"Visa Free",visa-free,180
Israel,"Dominican Republic",Unknown,E-Ticket,30
Israel,Ecuador,"Visa Free",visa-free,90
Israel,Egypt,"Visa Required","visa required",
Israel,"El Salvador","Visa Free",visa-free,180
Israel,"Equatorial Guinea",eVisa,eVisa,
Israel,Eritrea,"Visa Required","visa required",
Israel,Estonia,"Visa Free",visa-free,90
Israel,Eswatini,"Visa Free",visa-free,30
Israel,Ethiopia,"Visa on Arrival","eVisa / visa on arrival",90
Israel,Fiji,"Visa Free",visa-free,120
Israel,Finland,"Visa Free",visa-free,90
Israel,France,"Visa Free",visa-free,90
Israel,Gabon,eVisa,eVisa,90
Israel,Gambia,"Visa Required","visa required",
Israel,Georgia,"Visa Free",visa-free,360
Israel,Germany,"Visa Free",visa-free,90
Israel,Ghana,"Visa Required","visa required",
Israel,Greece,"Visa Free",visa-free,90
Israel,Grenada,"Visa Free",visa-free,90
Israel,Guatemala,"Visa Free",visa-free,90
Israel,Guinea,eVisa,eVisa,90
Israel,Guinea-Bissau,"Visa on Arrival","visa on arrival",90
Israel,Guyana,eVisa,eVisa,
Israel,Haiti,"Visa Free",visa-free,90
Israel,Honduras,"Visa Free",visa-free,90
Israel,"Hong Kong","Visa Free",visa-free,90
Israel,Hungary,"Visa Free",visa-free,90
Israel,Iceland,"Visa Free",visa-free,90
Israel,India,eVisa,eVisa,30
Israel,Indonesia,eVisa,eVisa,
Israel,Iran,Unknown,"not admitted",
Israel,Iraq,"Visa Required","visa required",
Israel,Ireland,"Visa Free",visa-free,90
Israel,Italy,"Visa Free",visa-free,90
Israel,Jamaica,"Visa Free",visa-free,90
Israel,Japan,"Visa Free",visa-free,90
Israel,Jordan,"Visa on Arrival","eVisa / visa on arrival",
Israel,Kazakhstan,"Visa Free",visa-free,30
Israel,Kenya,eTA,eTA,90
Israel,Kiribati,"Visa Free",visa-free,90
Israel,Kosovo,"Visa Free",visa-free,90
Israel,Kuwait,"Visa Required","visa required",
Israel,Kyrgyzstan,"Visa Free",visa-free,60
Israel,Laos,"Visa on Arrival","eVisa / visa on arrival",30
Israel,Latvia,"Visa Free",visa-free,90
Israel,Lebanon,Unknown,"not admitted",
Israel,Lesotho,"Visa Free",visa-free,90
Israel,Liberia,eVisa,eVisa,
Israel,Libya,Unknown,"not admitted",
Israel,Liechtenstein,"Visa Free",visa-free,90
Israel,Lithuania,"Visa Free",visa-free,90
Israel,Luxembourg,"Visa Free",visa-free,90
Israel,Macao,"Visa Free",visa-free,90
Israel,Madagascar,"Visa on Arrival","eVisa / visa on arrival",90
Israel,Malawi,"Visa Free",visa-free,90
Israel,Malaysia,Unknown,"not admitted",
Israel,Maldives,Unknown,"not admitted",
Israel,Mali,"Visa Required","visa required",
Israel,Malta,"Visa Free",visa-free,90
Israel,"Marshall Islands","Visa on Arrival","visa on arrival",90
Israel,Mauritania,eVisa,eVisa,90
Israel,Mauritius,"Visa Free",visa-free,90
Israel,Mexico,"Visa Free",visa-free,180
Israel,Micronesia,"Visa Free",visa-free,30
Israel,Moldova,"Visa Free",visa-free,90
Israel,Monaco,"Visa Free",visa-free,90
Israel,Mongolia,"Visa Free",visa-free,30
Israel,Montenegro,"Visa Free",visa-free,90
Israel,Morocco,eVisa,eVisa,30
Israel,Mozambique,"Visa Free",visa-free,30
Israel,Myanmar,eVisa,eVisa,
Israel,Namibia,"Visa on Arrival","eVisa / visa on arrival",90
Israel,Nauru,"Visa on Arrival","visa on arrival",90
Israel,Nepal,"Visa on Arrival","eVisa / visa on arrival",150
Israel,Netherlands,"Visa Free",visa-free,90
Israel,"New Zealand",eTA,eTA,90
Israel,Nicaragua,"Visa Free",visa-free,90
Israel,Niger,"Visa Required","visa required",
Israel,Nigeria,eVisa,eVisa,90
Israel,"North Korea","Visa Required","visa required",
Israel,"North Macedonia","Visa Free",visa-free,90
Israel,Norway,"Visa Free",visa-free,90
Israel,Oman,eVisa,eVisa,
Israel,Pakistan,Unknown,"not admitted",
Israel,Palau,"Visa Free",visa-free,90
Israel,"Palestinian Territories","Visa Free",visa-free,
Israel,Panama,"Visa Free",visa-free,90
Israel,"Papua New Guinea","Visa on Arrival","eVisa / visa on arrival",60
Israel,Paraguay,"Visa Free",visa-free,90
Israel,Peru,"Visa Free",visa-free,180
Israel,Philippines,"Visa Free",visa-free,60
Israel,Poland,"Visa Free",visa-free,90
Israel,Portugal,"Visa Free",visa-free,90
Israel,Qatar,eVisa,eVisa,
Israel,Romania,"Visa Free",visa-free,90
Israel,"Russian Federation","Visa Free",visa-free,90
Israel,Rwanda,"Visa on Arrival","eVisa / visa on arrival",30
Israel,"Saint Kitts and Nevis",eTA,eTA,90
Israel,"Saint Lucia","Visa Free",visa-free,42
Israel,Samoa,"Visa on Arrival","visa on arrival",90
Israel,"San Marino","Visa Free",visa-free,90
Israel,"Sao Tome and Principe",eVisa,eVisa,
Israel,"Saudi Arabia",Unknown,"not admitted",
Israel,Senegal,"Visa on Arrival","visa on arrival",30
Israel,Serbia,"Visa Free",visa-free,90
Israel,Seychelles,Unknown,"tourist registration",90
Israel,"Sierra Leone","Visa on Arrival","eVisa / visa on arrival",30
Israel,Singapore,"Visa Free",visa-free,30
Israel,Slovakia,"Visa Free",visa-free,90
Israel,Slovenia,"Visa Free",visa-free,90
Israel,"Solomon Islands","Visa on Arrival","visa on arrival",45
Israel,Somalia,eVisa,eVisa,
Israel,"South Africa","Visa Free",visa-free,90
Israel,"South Korea","Visa Free",visa-free,90
Israel,"South Sudan",eVisa,eVisa,90
Israel,Spain,"Visa Free",visa-free,90
Israel,"Sri Lanka","Visa on Arrival","eVisa / visa on arrival",30
Israel,"St. Vincent and the Grenadines","Visa Free",visa-free,90
Israel,Sudan,"Visa Required","visa required",
Israel,Suriname,"Visa Free",visa-free,180
Israel,Sweden,"Visa Free",visa-free,90
Israel,Switzerland,"Visa Free",visa-free,90
Israel,Syria,Unknown,"not admitted",
Israel,Taiwan,"Visa Free",visa-free,90
Israel,Tajikistan,"Visa on Arrival","eVisa / visa on arrival",45
Israel,Tanzania,"Visa on Arrival","eVisa / visa on arrival",
Israel,Thailand,"Visa Free",visa-free,60
Israel,Timor-Leste,"Visa on Arrival","visa on arrival",30
Israel,Togo,eVisa,eVisa,15
Israel,Tonga,"Visa Free",visa-free,90
Israel,"Trinidad and Tobago","Visa Free",visa-free,90
Israel,Tunisia,"Visa Required","visa required",
Israel,Turkmenistan,"Visa Required","visa required",
Israel,Tuvalu,"Visa on Arrival","visa on arrival",30
Israel,Türkiye,"Visa Free",visa-free,90
Israel,Uganda,eVisa,eVisa,
Israel,Ukraine,"Visa Free",visa-free,90
Israel,"United Arab Emirates","Visa Free",visa-free,90
Israel,"United Kingdom",eTA,eTA,180
Israel,"United States of America",eTA,eTA,90
Israel,Uruguay,"Visa Free",visa-free,90
Israel,Uzbekistan,"Visa Free",visa-free,30
Israel,Vanuatu,"Visa Free",visa-free,120
Israel,"Vatican City","Visa Free",visa-free,90
Israel,Venezuela,"Visa Required","visa required",
Israel,"Viet Nam",eVisa,eVisa,90
Israel,Yemen,Unknown,"not admitted",
Israel,Zambia,"Visa Free",visa-free,90
Israel,Zimbabwe,"Visa on Arrival","eVisa / visa on arrival",90
Italy,Afghanistan,"Visa Required","visa required",
Italy,Albania,"Visa Free",visa-free,90
Italy,Algeria,"Visa Required","visa required",
Italy,Andorra,"Visa Free",visa-free,
Italy,Angola,"Visa Free",visa-free,30
Italy,"Antigua and Barbuda","Visa Free",visa-free,180
Italy,Argentina,"Visa Free",visa-free,90
Italy,Armenia,"Visa Free",visa-free,180
Italy,Australia,Unknown,eVisitors,90
Italy,Austria,"Visa Free",visa-free,
Italy,Azerbaijan,eVisa,eVisa,30
Italy,Bahamas,"Visa Free",visa-free,240
Italy,Bahrain,"Visa on Arrival","eVisa / visa on arrival",30
Italy,Bangladesh,"Visa on Arrival","visa on arrival",30
Italy,Barbados,"Visa Free",visa-free,90
Italy,Belarus,"Visa Free",visa-free,30
Italy,Belgium,"Visa Free",visa-free,
Italy,Belize,"Visa Free",visa-free,
Italy,Benin,eVisa,eVisa,
Italy,Bhutan,eVisa,eVisa,
Italy,Bolivia,"Visa Free",visa-free,90
Italy,"Bosnia and Herzegovina","Visa Free",visa-free,90
Italy,Botswana,"Visa Free",visa-free,90
Italy,Brazil,"Visa Free",visa-free,90
Italy,Brunei,"Visa Free",visa-free,90
Italy,Bulgaria,"Visa Free",visa-free,
Italy,"Burkina Faso",eVisa,eVisa,
Italy,Burundi,"Visa on Arrival","visa on arrival",30
Italy,Cambodia,"Visa on Arrival","eVisa / visa on arrival",30
Italy,Cameroon,eVisa,eVisa,
Italy,Canada,eTA,eTA,180
Italy,"Cape Verde","Visa Free","visa-free (EASE)",30
Italy,"Central African Republic","Visa Required","visa required",
Italy,Chad,eVisa,eVisa,
Italy,Chile,"Visa Free",visa-free,90
Italy,China,"Visa Free",visa-free,30
Italy,Colombia,"Visa Free",visa-free,90
Italy,Comoros,"Visa on Arrival","visa on arrival",45
Italy,Congo,"Visa Required","visa required",
Italy,"Congo (Dem. Rep.)",eVisa,eVisa,90
Italy,"Costa Rica","Visa Free",visa-free,180
Italy,"Cote d'Ivoire (Ivory Coast)",Unknown,pre-enrollment,90
Italy,Croatia,"Visa Free",visa-free,
Italy,Cuba,eVisa,eVisa,90
Italy,Cyprus,"Visa Free",visa-free,
Italy,"Czech Republic","Visa Free",visa-free,
Italy,Denmark,"Visa Free",visa-free,
Italy,Djibouti,"Visa on Arrival","eVisa / visa on arrival",90
Italy,Dominica,"Visa Free",visa-free,180
Italy,"Dominican Republic",Unknown,E-Ticket,30
Italy,Ecuador,"Visa Free",visa-free,90
Italy,Egypt,"Visa on Arrival","eVisa / visa on arrival",30
Italy,"El Salvador","Visa Free",visa-free,180
Italy,"Equatorial Guinea",eVisa,eVisa,
Italy,Eritrea,"Visa Required","visa required",
Italy,Estonia,"Visa Free",visa-free,
Italy,Eswatini,"Visa Free",visa-free,30
Italy,Ethiopia,"Visa on Arrival","eVisa / visa on arrival",90
Italy,Fiji,"Visa Free",visa-free,120
Italy,Finland,"Visa Free",visa-free,
Italy,France,"Visa Free",visa-free,
Italy,Gabon,eVisa,eVisa,90
Italy,Gambia,"Visa Free",visa-free,90
Italy,Georgia,"Visa Free",visa-free,360
Italy,Germany,"Visa Free",visa-free,
Italy,Ghana,"Visa Required","visa required",
Italy,Greece,"Visa Free",visa-free,
Italy,Grenada,"Visa Free",visa-free,90
Italy,Guatemala,"Visa Free",visa-free,90
Italy,Guinea,eVisa,eVisa,90
Italy,Guinea-Bissau,"Visa on Arrival","visa on arrival",90
Italy,Guyana,"Visa Free",visa-free,90
Italy,Haiti,"Visa Free",visa-free,90
Italy,Honduras,"Visa Free",visa-free,90
Italy,"Hong Kong","Visa Free",visa-free,90
Italy,Hungary,"Visa Free",visa-free,
Italy,Iceland,"Visa Free",visa-free,
Italy,India,eVisa,eVisa,30
Italy,Indonesia,"Visa on Arrival","eVisa / visa on arrival",30
Italy,Iran,"Visa on Arrival","eVisa / visa on arrival",30
Italy,Iraq,eVisa,eVisa,
Italy,Ireland,"Visa Free",visa-free,
Italy,Israel,eTA,eTA,90
Italy,Jamaica,"Visa Free",visa-free,90
Italy,Japan,"Visa Free",visa-free,90
Italy,Jordan,"Visa on Arrival","eVisa / visa on arrival",
Italy,Kazakhstan,"Visa Free",visa-free,30
Italy,Kenya,eTA,eTA,90
Italy,Kiribati,"Visa Free",visa-free,90
Italy,Kosovo,"Visa Free",visa-free,90
Italy,Kuwait,"Visa on Arrival","eVisa / visa on arrival",90
Italy,Kyrgyzstan,"Visa Free",visa-free,60
Italy,Laos,"Visa on Arrival","eVisa / visa on arrival",30
Italy,Latvia,"Visa Free",visa-free,
Italy,Lebanon,"Visa on Arrival","visa on arrival",30
Italy,Lesotho,"Visa Free",visa-free,14
Italy,Liberia,"Visa Required","visa required",
Italy,Libya,eVisa,eVisa,
Italy,Liechtenstein,"Visa Free",visa-free,
Italy,Lithuania,"Visa Free",visa-free,
Italy,Luxembourg,"Visa Free",visa-free,
Italy,Macao,"Visa Free",visa-free,90
Italy,Madagascar,"Visa on Arrival","eVisa / visa on arrival",90
Italy,Malawi,"Visa Free",visa-free,30
Italy,Malaysia,"Visa Free",visa-free,90
Italy,Maldives,"Visa on Arrival","visa on arrival",30
Italy,Mali,"Visa Required","visa required",
Italy,Malta,"Visa Free",visa-free,
Italy,"Marshall Islands","Visa Free",visa-free,90
Italy,Mauritania,eVisa,eVisa,90
Italy,Mauritius,"Visa Free",visa-free,90
Italy,Mexico,"Visa Free",visa-free,180
Italy,Micronesia,"Visa Free",visa-free,90
Italy,Moldova,"Visa Free",visa-free,90
Italy,Monaco,"Visa Free",visa-free,
Italy,Mongolia,"Visa Free",visa-free,30
Italy,Montenegro,"Visa Free",visa-free,90
Italy,Morocco,"Visa Free",visa-free,90
Italy,Mozambique,"Visa Free",visa-free,30
Italy,Myanmar,eVisa,eVisa,
Italy,Namibia,"Visa on Arrival","eVisa / visa on arrival",90
Italy,Nauru,"Visa Required","visa required",
Italy,Nepal,"Visa on Arrival","eVisa / visa on arrival",150
Italy,Netherlands,"Visa Free",visa-free,
Italy,"New Zealand",eTA,eTA,90
Italy,Nicaragua,"Visa Free",visa-free,90
Italy,Niger,"Visa Required","visa required",
Italy,Nigeria,eVisa,eVisa,90
Italy,"North Korea","Visa Required","visa required",
Italy,"North Macedonia","Visa Free",visa-free,90
Italy,Norway,"Visa Free",visa-free,
Italy,Oman,"Visa on Arrival","eVisa / visa on arrival",30
Italy,Pakistan,eVisa,eVisa,30
Italy,Palau,"Visa Free",visa-free,90
Italy,"Palestinian Territories","Visa Free",visa-free,
Italy,Panama,"Visa Free",visa-free,90
Italy,"Papua New Guinea",Unknown,eVisitors,60
Italy,Paraguay,"Visa Free",visa-free,90
Italy,Peru,"Visa Free",visa-free,90
Italy,Philippines,"Visa Free",visa-free,30
Italy,Poland,"Visa Free",visa-free,
Italy,Portugal,"Visa Free",visa-free,
Italy,Qatar,"Visa on Arrival","free visa on arrival",90
Italy,Romania,"Visa Free",visa-free,
Italy,"Russian Federation",eVisa,eVisa,30
Italy,Rwanda,"Visa on Arrival","eVisa / visa on arrival",30
Italy,"Saint Kitts and Nevis",eTA,eTA,90
Italy,"Saint Lucia","Visa Free",visa-free,90
Italy,Samoa,"Visa Free",visa-free,90
Italy,"San Marino","Visa Free",visa-free,
Italy,"Sao Tome and Principe","Visa Free",visa-free,15
Italy,"Saudi Arabia","Visa on Arrival","eVisa / visa on arrival",90
Italy,Senegal,"Visa Free",visa-free,90
Italy,Serbia,"Visa Free",visa-free,90
Italy,Seychelles,Unknown,"tourist registration",90
Italy,"Sierra Leone","Visa on Arrival","eVisa / visa on arrival",30
Italy,Singapore,"Visa Free",visa-free,90
Italy,Slovakia,"Visa Free",visa-free,
Italy,Slovenia,"Visa Free",visa-free,
Italy,"Solomon Islands","Visa Free",visa-free,90
Italy,Somalia,eVisa,eVisa,
Italy,"South Africa","Visa Free",visa-free,90
Italy,"South Korea","Visa Free",visa-free,90
Italy,"South Sudan",eVisa,eVisa,90
Italy,Spain,"Visa Free",visa-free,
Italy,"Sri Lanka","Visa on Arrival","eVisa / visa on arrival",30
Italy,"St. Vincent and the Grenadines","Visa Free",visa-free,90
Italy,Sudan,"Visa Required","visa required",
Italy,Suriname,Unknown,"tourist card",90
